id,spieltag,saison,heim,gast,tore_heim,tore_gast
12287,12,2003/04,Hamburger SV,TSV 1860 München,3,1
12288,12,2003/04,VfL Bochum,1. FC Köln,4,0
12289,12,2003/04,Bayer 04 Leverkusen,FC Schalke 04,3,1
12290,12,2003/04,FC Bayern München,Borussia Dortmund,4,1
12291,13,2003/04,VfL Wolfsburg,Borussia Mönchengladbach,1,3
12292,13,2003/04,VfB Stuttgart,Hannover 96,3,1
12293,13,2003/04,SV Werder Bremen,VfL Bochum,3,1
12294,13,2003/04,1. FC Köln,Hamburger SV,0,1
12295,13,2003/04,TSV 1860 München,FC Bayern München,0,1
12296,13,2003/04,Borussia Dortmund,Bayer 04 Leverkusen,2,2
12297,13,2003/04,FC Schalke 04,FC Hansa Rostock,0,1
12298,13,2003/04,1.FC Kaiserslautern,Hertha BSC,4,2
12299,13,2003/04,SC Freiburg,Eintracht Frankfurt,1,0
12300,14,2003/04,Hannover 96,SC Freiburg,3,0
12301,14,2003/04,Eintracht Frankfurt,VfL Wolfsburg,3,2
12302,14,2003/04,Borussia Mönchengladbach,1.FC Kaiserslautern,2,1
12303,14,2003/04,Bayer 04 Leverkusen,TSV 1860 München,2,2
12304,14,2003/04,FC Bayern München,1. FC Köln,2,2
12305,14,2003/04,Hamburger SV,SV Werder Bremen,1,1
12306,14,2003/04,VfL Bochum,VfB Stuttgart,0,0
12307,14,2003/04,Hertha BSC,FC Schalke 04,1,3
12308,14,2003/04,FC Hansa Rostock,Borussia Dortmund,2,1
12309,15,2003/04,VfL Wolfsburg,1.FC Kaiserslautern,4,1
12310,15,2003/04,Eintracht Frankfurt,Hannover 96,2,2
12311,15,2003/04,SC Freiburg,VfL Bochum,4,2
12312,15,2003/04,VfB Stuttgart,Hamburger SV,0,0
12313,15,2003/04,SV Werder Bremen,FC Bayern München,1,1
12314,15,2003/04,TSV 1860 München,FC Hansa Rostock,1,4
12315,15,2003/04,Borussia Dortmund,Hertha BSC,1,1
12316,15,2003/04,1. FC Köln,Bayer 04 Leverkusen,0,0
12317,15,2003/04,FC Schalke 04,Borussia Mönchengladbach,2,1
12318,16,2003/04,1.FC Kaiserslautern,FC Schalke 04,0,2
12319,16,2003/04,Hertha BSC,TSV 1860 München,1,1
12320,16,2003/04,FC Hansa Rostock,1. FC Köln,1,1
12321,16,2003/04,Bayer 04 Leverkusen,SV Werder Bremen,1,3
12322,16,2003/04,FC Bayern München,VfB Stuttgart,1,0
12323,16,2003/04,Hamburger SV,SC Freiburg,4,1
12324,16,2003/04,VfL Bochum,Eintracht Frankfurt,1,0
12325,16,2003/04,VfL Wolfsburg,Hannover 96,2,1
12326,16,2003/04,Borussia Mönchengladbach,Borussia Dortmund,2,1
12327,17,2003/04,Eintracht Frankfurt,Hamburger SV,2,3
12328,17,2003/04,SC Freiburg,FC Bayern München,0,6
12329,17,2003/04,SV Werder Bremen,FC Hansa Rostock,3,0
12330,17,2003/04,1. FC Köln,Hertha BSC,3,0
12331,17,2003/04,Hannover 96,VfL Bochum,2,2
12332,17,2003/04,VfB Stuttgart,Bayer 04 Leverkusen,2,3
12333,17,2003/04,TSV 1860 München,Borussia Mönchengladbach,1,2
12334,17,2003/04,Borussia Dortmund,1.FC Kaiserslautern,1,1
12335,17,2003/04,FC Schalke 04,VfL Wolfsburg,1,1
12336,18,2003/04,Borussia Dortmund,FC Schalke 04,0,1
12337,18,2003/04,VfL Bochum,VfL Wolfsburg,1,0
12338,18,2003/04,TSV 1860 München,1.FC Kaiserslautern,2,1
12339,18,2003/04,1. FC Köln,Borussia Mönchengladbach,1,0
12340,18,2003/04,SV Werder Bremen,Hertha BSC,4,0
12341,18,2003/04,VfB Stuttgart,FC Hansa Rostock,2,0
12342,18,2003/04,Eintracht Frankfurt,FC Bayern München,1,1
12343,18,2003/04,SC Freiburg,Bayer 04 Leverkusen,1,0
12344,18,2003/04,Hannover 96,Hamburger SV,3,2
12345,19,2003/04,Bayer 04 Leverkusen,Eintracht Frankfurt,1,2
12346,19,2003/04,FC Hansa Rostock,SC Freiburg,4,1
12347,19,2003/04,Borussia Mönchengladbach,SV Werder Bremen,1,2
12348,19,2003/04,1.FC Kaiserslautern,1. FC Köln,1,0
12349,19,2003/04,FC Schalke 04,TSV 1860 München,0,0
12350,19,2003/04,VfL Wolfsburg,Borussia Dortmund,2,4
12351,19,2003/04,Hamburger SV,VfL Bochum,1,1
12352,19,2003/04,FC Bayern München,Hannover 96,3,1
12353,19,2003/04,Hertha BSC,VfB Stuttgart,1,0
12354,20,2003/04,Hamburger SV,VfL Wolfsburg,2,0
12355,20,2003/04,VfB Stuttgart,Borussia Mönchengladbach,1,1
12356,20,2003/04,SC Freiburg,Hertha BSC,2,3
12357,20,2003/04,Eintracht Frankfurt,FC Hansa Rostock,1,1
12358,20,2003/04,Hannover 96,Bayer 04 Leverkusen,2,2
12359,20,2003/04,VfL Bochum,FC Bayern München,1,0
12360,20,2003/04,1. FC Köln,FC Schalke 04,0,2
12361,20,2003/04,SV Werder Bremen,1.FC Kaiserslautern,1,0
12362,20,2003/04,TSV 1860 München,Borussia Dortmund,0,2
12363,21,2003/04,FC Hansa Rostock,Hannover 96,3,1
12364,21,2003/04,Borussia Mönchengladbach,SC Freiburg,2,2
12365,21,2003/04,1.FC Kaiserslautern,VfB Stuttgart,1,0
12366,21,2003/04,FC Schalke 04,SV Werder Bremen,0,0
12367,21,2003/04,VfL Wolfsburg,TSV 1860 München,3,1
12368,21,2003/04,FC Bayern München,Hamburger SV,1,0
12369,21,2003/04,Bayer 04 Leverkusen,VfL Bochum,1,3
12370,21,2003/04,Hertha BSC,Eintracht Frankfurt,1,2
12371,21,2003/04,Borussia Dortmund,1. FC Köln,1,0
12372,22,2003/04,FC Bayern München,VfL Wolfsburg,2,0
12373,22,2003/04,Eintracht Frankfurt,Borussia Mönchengladbach,3,1
12374,22,2003/04,VfL Bochum,FC Hansa Rostock,0,0
12375,22,2003/04,Hamburger SV,Bayer 04 Leverkusen,3,1
12376,22,2003/04,1. FC Köln,TSV 1860 München,1,3
12377,22,2003/04,SV Werder Bremen,Borussia Dortmund,2,0
12378,22,2003/04,VfB Stuttgart,FC Schalke 04,0,0
12379,22,2003/04,SC Freiburg,1.FC Kaiserslautern,1,0
12380,22,2003/04,Hannover 96,Hertha BSC,1,3
12381,23,2003/04,Borussia Mönchengladbach,Hannover 96,1,0
12382,23,2003/04,1.FC Kaiserslautern,Eintracht Frankfurt,1,0
12383,23,2003/04,FC Schalke 04,SC Freiburg,3,0
12384,23,2003/04,Borussia Dortmund,VfB Stuttgart,0,2
12385,23,2003/04,Bayer 04 Leverkusen,FC Bayern München,1,3
12386,23,2003/04,FC Hansa Rostock,Hamburger SV,3,0
12387,23,2003/04,Hertha BSC,VfL Bochum,1,1
12388,23,2003/04,TSV 1860 München,SV Werder Bremen,0,2
12389,23,2003/04,VfL Wolfsburg,1. FC Köln,2,0
12390,24,2003/04,Bayer 04 Leverkusen,VfL Wolfsburg,4,2
12391,24,2003/04,Hannover 96,1.FC Kaiserslautern,0,1
12392,24,2003/04,Hamburger SV,Hertha BSC,2,0
12393,24,2003/04,FC Bayern München,FC Hansa Rostock,3,3
12394,24,2003/04,SV Werder Bremen,1. FC Köln,3,2
12395,24,2003/04,SC Freiburg,Borussia Dortmund,2,2
12396,24,2003/04,Eintracht Frankfurt,FC Schalke 04,3,0
12397,24,2003/04,VfL Bochum,Borussia Mönchengladbach,1,0
12398,24,2003/04,VfB Stuttgart,TSV 1860 München,2,0
12399,25,2003/04,FC Schalke 04,Hannover 96,2,2
12400,25,2003/04,Borussia Dortmund,Eintracht Frankfurt,2,0
12401,25,2003/04,1. FC Köln,VfB Stuttgart,2,2
12402,25,2003/04,FC Hansa Rostock,Bayer 04 Leverkusen,0,2
12403,25,2003/04,Hertha BSC,FC Bayern München,1,1
12404,25,2003/04,Borussia Mönchengladbach,Hamburger SV,3,0
12405,25,2003/04,1.FC Kaiserslautern,VfL Bochum,2,2
12406,25,2003/04,TSV 1860 München,SC Freiburg,1,1
12407,25,2003/04,VfL Wolfsburg,SV Werder Bremen,0,2
12408,26,2003/04,FC Hansa Rostock,VfL Wolfsburg,3,1
12409,26,2003/04,FC Bayern München,Borussia Mönchengladbach,5,2
12410,26,2003/04,Bayer 04 Leverkusen,Hertha BSC,4,1
12411,26,2003/04,SC Freiburg,1. FC Köln,3,0
12412,26,2003/04,Eintracht Frankfurt,TSV 1860 München,0,3
12413,26,2003/04,Hannover 96,Borussia Dortmund,1,1
12414,26,2003/04,VfL Bochum,FC Schalke 04,1,2
12415,26,2003/04,Hamburger SV,1.FC Kaiserslautern,3,2
12416,26,2003/04,VfB Stuttgart,SV Werder Bremen,4,4
12417,27,2003/04,TSV 1860 München,Hannover 96,0,2
12418,27,2003/04,1. FC Köln,Eintracht Frankfurt,2,0
12419,27,2003/04,VfL Wolfsburg,VfB Stuttgart,1,5
12420,27,2003/04,Hertha BSC,FC Hansa Rostock,1,1
12421,27,2003/04,Borussia Mönchengladbach,Bayer 04 Leverkusen,0,0
12422,27,2003/04,1.FC Kaiserslautern,FC Bayern München,0,2
12423,27,2003/04,FC Schalke 04,Hamburger SV,4,1
12424,27,2003/04,SV Werder Bremen,SC Freiburg,1,1
12425,27,2003/04,Borussia Dortmund,VfL Bochum,4,1
12426,28,2003/04,Hertha BSC,VfL Wolfsburg,1,0
12427,28,2003/04,Bayer 04 Leverkusen,1.FC Kaiserslautern,6,0
12428,28,2003/04,FC Hansa Rostock,Borussia Mönchengladbach,1,2
12429,28,2003/04,Eintracht Frankfurt,SV Werder Bremen,0,1
12430,28,2003/04,VfL Bochum,TSV 1860 München,4,0
12431,28,2003/04,Hamburger SV,Borussia Dortmund,0,2
12432,28,2003/04,FC Bayern München,FC Schalke 04,2,1
12433,28,2003/04,SC Freiburg,VfB Stuttgart,0,1
12434,28,2003/04,Hannover 96,1. FC Köln,1,0
12435,29,2003/04,VfB Stuttgart,Eintracht Frankfurt,3,1
12436,29,2003/04,VfL Wolfsburg,SC Freiburg,4,0
12437,29,2003/04,Borussia Mönchengladbach,Hertha BSC,1,1
12438,29,2003/04,1.FC Kaiserslautern,FC Hansa Rostock,3,2
12439,29,2003/04,FC Schalke 04,Bayer 04 Leverkusen,2,3
12440,29,2003/04,Borussia Dortmund,FC Bayern München,2,0
12441,29,2003/04,TSV 1860 München,Hamburger SV,1,2
12442,29,2003/04,SV Werder Bremen,Hannover 96,0,0
12443,29,2003/04,1. FC Köln,VfL Bochum,1,2
12444,30,2003/04,Borussia Mönchengladbach,VfL Wolfsburg,0,2
12445,30,2003/04,Hertha BSC,1.FC Kaiserslautern,3,0
12446,30,2003/04,Eintracht Frankfurt,SC Freiburg,3,0
12447,30,2003/04,Hannover 96,VfB Stuttgart,0,1
12448,30,2003/04,Hamburger SV,1. FC Köln,4,2
12449,30,2003/04,Bayer 04 Leverkusen,Borussia Dortmund,3,0
12450,30,2003/04,FC Hansa Rostock,FC Schalke 04,3,1
12451,30,2003/04,VfL Bochum,SV Werder Bremen,0,0
12452,30,2003/04,FC Bayern München,TSV 1860 München,1,0
12453,31,2003/04,SC Freiburg,Hannover 96,4,1
12454,31,2003/04,VfL Wolfsburg,Eintracht Frankfurt,1,0
12455,31,2003/04,1.FC Kaiserslautern,Borussia Mönchengladbach,2,2
12456,31,2003/04,Borussia Dortmund,FC Hansa Rostock,4,1
12457,31,2003/04,TSV 1860 München,Bayer 04 Leverkusen,1,1
12458,31,2003/04,1. FC Köln,FC Bayern München,1,2
12459,31,2003/04,SV Werder Bremen,Hamburger SV,6,0
12460,31,2003/04,FC Schalke 04,Hertha BSC,3,0
12461,31,2003/04,VfB Stuttgart,VfL Bochum,1,1
12462,32,2003/04,1.FC Kaiserslautern,VfL Wolfsburg,3,2
12463,32,2003/04,Hannover 96,Eintracht Frankfurt,3,0
12464,32,2003/04,Hamburger SV,VfB Stuttgart,2,1
12465,32,2003/04,FC Bayern München,SV Werder Bremen,1,3
12466,32,2003/04,Bayer 04 Leverkusen,1. FC Köln,2,0
12467,32,2003/04,Hertha BSC,Borussia Dortmund,6,2
12468,32,2003/04,Borussia Mönchengladbach,FC Schalke 04,2,0
12469,32,2003/04,VfL Bochum,SC Freiburg,3,0
12470,32,2003/04,FC Hansa Rostock,TSV 1860 München,3,0
12471,33,2003/04,Hannover 96,VfL Wolfsburg,0,0
12472,33,2003/04,FC Schalke 04,1.FC Kaiserslautern,4,1
12473,33,2003/04,Borussia Dortmund,Borussia Mönchengladbach,3,1
12474,33,2003/04,TSV 1860 München,Hertha BSC,1,1
12475,33,2003/04,1. FC Köln,FC Hansa Rostock,4,0
12476,33,2003/04,SV Werder Bremen,Bayer 04 Leverkusen,2,6
12477,33,2003/04,VfB Stuttgart,FC Bayern München,3,1
12478,33,2003/04,SC Freiburg,Hamburger SV,0,0
12479,33,2003/04,Eintracht Frankfurt,VfL Bochum,3,2
12480,34,2003/04,VfL Wolfsburg,FC Schalke 04,1,1
12481,34,2003/04,VfL Bochum,Hannover 96,3,1
12482,34,2003/04,Hamburger SV,Eintracht Frankfurt,2,1
12483,34,2003/04,FC Bayern München,SC Freiburg,2,0
12484,34,2003/04,Bayer 04 Leverkusen,VfB Stuttgart,2,0
12485,34,2003/04,FC Hansa Rostock,SV Werder Bremen,3,1
12486,34,2003/04,Hertha BSC,1. FC Köln,3,1
12487,34,2003/04,Borussia Mönchengladbach,TSV 1860 München,3,1
12488,34,2003/04,1.FC Kaiserslautern,Borussia Dortmund,1,1
12489,1,2004/05,SV Werder Bremen,FC Schalke 04,1,0
12490,1,2004/05,1.FC Kaiserslautern,1. FC Nürnberg,1,3
12491,1,2004/05,SC Freiburg,FC Hansa Rostock,0,0
12492,1,2004/05,Borussia Dortmund,VfL Wolfsburg,1,2
12493,1,2004/05,Bayer 04 Leverkusen,Hannover 96,2,1
12494,1,2004/05,Hertha BSC,VfL Bochum,2,2
12495,1,2004/05,Hamburger SV,FC Bayern München,0,2
12496,1,2004/05,Arminia Bielefeld,Borussia Mönchengladbach,0,0
12497,1,2004/05,VfB Stuttgart,FSV Mainz 05,4,2
12498,2,2004/05,FSV Mainz 05,Hamburger SV,2,1
12499,2,2004/05,FC Bayern München,Hertha BSC,1,1
12500,2,2004/05,Borussia Mönchengladbach,Borussia Dortmund,2,3
12501,2,2004/05,FC Hansa Rostock,SV Werder Bremen,0,4
12502,2,2004/05,FC Schalke 04,1.FC Kaiserslautern,2,1
12503,2,2004/05,1. FC Nürnberg,VfB Stuttgart,1,1
12504,2,2004/05,VfL Bochum,Bayer 04 Leverkusen,2,2
12505,2,2004/05,VfL Wolfsburg,SC Freiburg,0,1
12506,2,2004/05,Hannover 96,Arminia Bielefeld,0,1
12507,3,2004/05,1.FC Kaiserslautern,VfB Stuttgart,2,3
12508,3,2004/05,SC Freiburg,Borussia Mönchengladbach,1,1
12509,3,2004/05,Arminia Bielefeld,VfL Bochum,1,2
12510,3,2004/05,Bayer 04 Leverkusen,FC Bayern München,4,1
12511,3,2004/05,Hertha BSC,FSV Mainz 05,1,1
12512,3,2004/05,Hamburger SV,1. FC Nürnberg,4,3
12513,3,2004/05,FC Schalke 04,FC Hansa Rostock,0,2
12514,3,2004/05,Borussia Dortmund,Hannover 96,1,1
12515,3,2004/05,SV Werder Bremen,VfL Wolfsburg,1,2
12516,4,2004/05,FSV Mainz 05,Bayer 04 Leverkusen,2,0
12517,4,2004/05,FC Bayern München,Arminia Bielefeld,1,0
12518,4,2004/05,VfL Bochum,Borussia Dortmund,2,2
12519,4,2004/05,Borussia Mönchengladbach,SV Werder Bremen,3,1
12520,4,2004/05,VfL Wolfsburg,FC Schalke 04,3,0
12521,4,2004/05,VfB Stuttgart,Hamburger SV,2,0
12522,4,2004/05,1. FC Nürnberg,Hertha BSC,0,0
12523,4,2004/05,Hannover 96,SC Freiburg,2,2
12524,4,2004/05,FC Hansa Rostock,1.FC Kaiserslautern,2,3
12525,5,2004/05,1.FC Kaiserslautern,Hamburger SV,2,1
12526,5,2004/05,Borussia Dortmund,FC Bayern München,2,2
12527,5,2004/05,Arminia Bielefeld,FSV Mainz 05,1,1
12528,5,2004/05,Bayer 04 Leverkusen,1. FC Nürnberg,2,2
12529,5,2004/05,FC Hansa Rostock,VfL Wolfsburg,1,2
12530,5,2004/05,FC Schalke 04,Borussia Mönchengladbach,3,2
12531,5,2004/05,SV Werder Bremen,Hannover 96,3,0
12532,5,2004/05,SC Freiburg,VfL Bochum,1,1
12533,5,2004/05,Hertha BSC,VfB Stuttgart,0,0
12534,6,2004/05,FC Bayern München,SC Freiburg,3,1
12535,6,2004/05,VfL Bochum,SV Werder Bremen,1,4
12536,6,2004/05,Hannover 96,FC Schalke 04,1,0
12537,6,2004/05,Borussia Mönchengladbach,FC Hansa Rostock,2,2
12538,6,2004/05,VfL Wolfsburg,1.FC Kaiserslautern,2,1
12539,6,2004/05,VfB Stuttgart,Bayer 04 Leverkusen,3,0
12540,6,2004/05,1. FC Nürnberg,Arminia Bielefeld,1,2
12541,6,2004/05,FSV Mainz 05,Borussia Dortmund,1,1
12542,6,2004/05,Hamburger SV,Hertha BSC,2,1
12543,7,2004/05,1.FC Kaiserslautern,Hertha BSC,0,2
12544,7,2004/05,SC Freiburg,FSV Mainz 05,1,2
12545,7,2004/05,Borussia Dortmund,1. FC Nürnberg,2,2
12546,7,2004/05,Bayer 04 Leverkusen,Hamburger SV,3,0
12547,7,2004/05,VfL Wolfsburg,Borussia Mönchengladbach,2,1
12548,7,2004/05,FC Hansa Rostock,Hannover 96,1,3
12549,7,2004/05,SV Werder Bremen,FC Bayern München,1,2
12550,7,2004/05,Arminia Bielefeld,VfB Stuttgart,0,2
12551,7,2004/05,FC Schalke 04,VfL Bochum,3,2
12552,8,2004/05,FSV Mainz 05,SV Werder Bremen,2,1
12553,8,2004/05,FC Bayern München,FC Schalke 04,0,1
12554,8,2004/05,VfL Bochum,FC Hansa Rostock,0,1
12555,8,2004/05,Hertha BSC,Bayer 04 Leverkusen,3,1
12556,8,2004/05,Hamburger SV,Arminia Bielefeld,0,2
12557,8,2004/05,VfB Stuttgart,Borussia Dortmund,2,0
12558,8,2004/05,1. FC Nürnberg,SC Freiburg,3,0
12559,8,2004/05,Hannover 96,VfL Wolfsburg,3,0
12560,8,2004/05,Borussia Mönchengladbach,1.FC Kaiserslautern,2,0
12561,9,2004/05,1.FC Kaiserslautern,Bayer 04 Leverkusen,0,0
12562,9,2004/05,Borussia Dortmund,Hamburger SV,0,2
12563,9,2004/05,Arminia Bielefeld,Hertha BSC,1,0
12564,9,2004/05,Borussia Mönchengladbach,Hannover 96,0,2
12565,9,2004/05,VfL Wolfsburg,VfL Bochum,3,0
12566,9,2004/05,FC Hansa Rostock,FC Bayern München,0,2
12567,9,2004/05,SV Werder Bremen,1. FC Nürnberg,4,1
12568,9,2004/05,SC Freiburg,VfB Stuttgart,2,0
12569,9,2004/05,FC Schalke 04,FSV Mainz 05,2,1
12570,10,2004/05,FC Bayern München,VfL Wolfsburg,2,0
12571,10,2004/05,VfL Bochum,Borussia Mönchengladbach,3,0
12572,10,2004/05,Hannover 96,1.FC Kaiserslautern,3,1
12573,10,2004/05,Hertha BSC,Borussia Dortmund,0,1
12574,10,2004/05,FSV Mainz 05,FC Hansa Rostock,3,1
12575,10,2004/05,Bayer 04 Leverkusen,Arminia Bielefeld,3,2
12576,10,2004/05,Hamburger SV,SC Freiburg,4,0
12577,10,2004/05,VfB Stuttgart,SV Werder Bremen,1,2
12578,10,2004/05,1. FC Nürnberg,FC Schalke 04,0,2
12579,11,2004/05,SC Freiburg,Hertha BSC,1,3
12580,11,2004/05,Borussia Dortmund,Bayer 04 Leverkusen,1,0
12581,11,2004/05,Hannover 96,VfL Bochum,3,0
12582,11,2004/05,Borussia Mönchengladbach,FC Bayern München,2,0
12583,11,2004/05,VfL Wolfsburg,FSV Mainz 05,4,3
12584,11,2004/05,FC Schalke 04,VfB Stuttgart,3,2
12585,11,2004/05,SV Werder Bremen,Hamburger SV,1,1
12586,11,2004/05,1.FC Kaiserslautern,Arminia Bielefeld,2,1
12587,11,2004/05,FC Hansa Rostock,1. FC Nürnberg,0,2
12588,12,2004/05,FSV Mainz 05,Borussia Mönchengladbach,1,1
12589,12,2004/05,FC Bayern München,Hannover 96,3,0
12590,12,2004/05,VfL Bochum,1.FC Kaiserslautern,1,1
12591,12,2004/05,Arminia Bielefeld,Borussia Dortmund,1,0
12592,12,2004/05,Bayer 04 Leverkusen,SC Freiburg,4,1
12593,12,2004/05,Hertha BSC,SV Werder Bremen,1,1
12594,12,2004/05,1. FC Nürnberg,VfL Wolfsburg,4,0
12595,12,2004/05,Hamburger SV,FC Schalke 04,1,2
12596,12,2004/05,VfB Stuttgart,FC Hansa Rostock,4,0
12597,13,2004/05,1.FC Kaiserslautern,Borussia Dortmund,1,0
12598,13,2004/05,SC Freiburg,Arminia Bielefeld,2,3
12599,13,2004/05,Hannover 96,FSV Mainz 05,2,0
12600,13,2004/05,Borussia Mönchengladbach,1. FC Nürnberg,2,1
12601,13,2004/05,VfL Wolfsburg,VfB Stuttgart,3,0
12602,13,2004/05,FC Schalke 04,Hertha BSC,1,3
12603,13,2004/05,SV Werder Bremen,Bayer 04 Leverkusen,2,2
12604,13,2004/05,VfL Bochum,FC Bayern München,1,3
12605,13,2004/05,FC Hansa Rostock,Hamburger SV,0,6
12606,14,2004/05,FSV Mainz 05,VfL Bochum,1,0
12607,14,2004/05,FC Bayern München,1.FC Kaiserslautern,3,1
12608,14,2004/05,Borussia Dortmund,SC Freiburg,2,0
12609,14,2004/05,Arminia Bielefeld,SV Werder Bremen,2,1
12610,14,2004/05,Bayer 04 Leverkusen,FC Schalke 04,0,3
12611,14,2004/05,Hertha BSC,FC Hansa Rostock,1,1
12612,14,2004/05,VfB Stuttgart,Borussia Mönchengladbach,1,0
12613,14,2004/05,Hamburger SV,VfL Wolfsburg,3,1
12614,14,2004/05,1. FC Nürnberg,Hannover 96,1,1
12615,15,2004/05,1.FC Kaiserslautern,SC Freiburg,3,0
12616,15,2004/05,FC Bayern München,FSV Mainz 05,4,2
12617,15,2004/05,VfL Bochum,1. FC Nürnberg,3,1
12618,15,2004/05,Borussia Mönchengladbach,Hamburger SV,1,3
12619,15,2004/05,VfL Wolfsburg,Hertha BSC,2,3
12620,15,2004/05,FC Hansa Rostock,Bayer 04 Leverkusen,0,2
12621,15,2004/05,SV Werder Bremen,Borussia Dortmund,2,0
12622,15,2004/05,Hannover 96,VfB Stuttgart,0,0
12623,15,2004/05,FC Schalke 04,Arminia Bielefeld,2,1
12624,16,2004/05,SC Freiburg,SV Werder Bremen,0,6
12625,16,2004/05,Arminia Bielefeld,FC Hansa Rostock,1,1
12626,16,2004/05,Bayer 04 Leverkusen,VfL Wolfsburg,2,1
12627,16,2004/05,Hertha BSC,Borussia Mönchengladbach,6,0
12628,16,2004/05,Hamburger SV,Hannover 96,0,2
12629,16,2004/05,VfB Stuttgart,VfL Bochum,5,2
12630,16,2004/05,1. FC Nürnberg,FC Bayern München,2,2
12631,16,2004/05,1.FC Kaiserslautern,FSV Mainz 05,2,0
12632,16,2004/05,Borussia Dortmund,FC Schalke 04,0,1
12633,17,2004/05,FSV Mainz 05,1. FC Nürnberg,0,1
12634,17,2004/05,FC Bayern München,VfB Stuttgart,2,2
12635,17,2004/05,VfL Bochum,Hamburger SV,1,2
12636,17,2004/05,Hannover 96,Hertha BSC,0,1
12637,17,2004/05,FC Hansa Rostock,Borussia Dortmund,1,1
12638,17,2004/05,FC Schalke 04,SC Freiburg,1,1
12639,17,2004/05,SV Werder Bremen,1.FC Kaiserslautern,1,1
12640,17,2004/05,Borussia Mönchengladbach,Bayer 04 Leverkusen,1,1
12641,17,2004/05,VfL Wolfsburg,Arminia Bielefeld,5,0
12642,18,2004/05,FC Bayern München,Hamburger SV,3,0
12643,18,2004/05,1. FC Nürnberg,1.FC Kaiserslautern,1,3
12644,18,2004/05,FC Hansa Rostock,SC Freiburg,0,0
12645,18,2004/05,VfL Wolfsburg,Borussia Dortmund,1,2
12646,18,2004/05,Borussia Mönchengladbach,Arminia Bielefeld,1,0
12647,18,2004/05,FSV Mainz 05,VfB Stuttgart,2,3
12648,18,2004/05,FC Schalke 04,SV Werder Bremen,2,1
12649,18,2004/05,Hannover 96,Bayer 04 Leverkusen,0,3
12650,18,2004/05,VfL Bochum,Hertha BSC,2,2
12651,19,2004/05,Hamburger SV,FSV Mainz 05,2,1
12652,19,2004/05,Bayer 04 Leverkusen,VfL Bochum,4,0
12653,19,2004/05,Arminia Bielefeld,Hannover 96,0,1
12654,19,2004/05,Borussia Dortmund,Borussia Mönchengladbach,1,1
12655,19,2004/05,SC Freiburg,VfL Wolfsburg,1,0
12656,19,2004/05,1.FC Kaiserslautern,FC Schalke 04,2,0
12657,19,2004/05,VfB Stuttgart,1. FC Nürnberg,2,4
12658,19,2004/05,Hertha BSC,FC Bayern München,0,0
12659,19,2004/05,SV Werder Bremen,FC Hansa Rostock,3,2
12660,20,2004/05,VfB Stuttgart,1.FC Kaiserslautern,1,1
12661,20,2004/05,Hannover 96,Borussia Dortmund,1,3
12662,20,2004/05,VfL Bochum,Arminia Bielefeld,1,1
12663,20,2004/05,FC Bayern München,Bayer 04 Leverkusen,2,0
12664,20,2004/05,FSV Mainz 05,Hertha BSC,0,3
12665,20,2004/05,1. FC Nürnberg,Hamburger SV,1,3
12666,20,2004/05,FC Hansa Rostock,FC Schalke 04,2,2
12667,20,2004/05,Borussia Mönchengladbach,SC Freiburg,3,2
12668,20,2004/05,VfL Wolfsburg,SV Werder Bremen,2,3
12669,21,2004/05,Borussia Dortmund,VfL Bochum,1,0
12670,21,2004/05,SC Freiburg,Hannover 96,0,0
12671,21,2004/05,SV Werder Bremen,Borussia Mönchengladbach,2,0
12672,21,2004/05,FC Schalke 04,VfL Wolfsburg,3,0
12673,21,2004/05,1.FC Kaiserslautern,FC Hansa Rostock,2,1
12674,21,2004/05,Hamburger SV,VfB Stuttgart,2,1
12675,21,2004/05,Hertha BSC,1. FC Nürnberg,2,1
12676,21,2004/05,Bayer 04 Leverkusen,FSV Mainz 05,2,0
12677,21,2004/05,Arminia Bielefeld,FC Bayern München,3,1
12678,22,2004/05,Hamburger SV,1.FC Kaiserslautern,2,1
12679,22,2004/05,VfL Bochum,SC Freiburg,3,1
12680,22,2004/05,FC Bayern München,Borussia Dortmund,5,0
12681,22,2004/05,FSV Mainz 05,Arminia Bielefeld,0,0
12682,22,2004/05,1. FC Nürnberg,Bayer 04 Leverkusen,2,4
12683,22,2004/05,VfL Wolfsburg,FC Hansa Rostock,4,0
12684,22,2004/05,Hannover 96,SV Werder Bremen,1,4
12685,22,2004/05,VfB Stuttgart,Hertha BSC,1,0
12686,22,2004/05,Borussia Mönchengladbach,FC Schalke 04,1,3
12687,23,2004/05,Borussia Dortmund,FSV Mainz 05,3,0
12688,23,2004/05,SC Freiburg,FC Bayern München,0,1
12689,23,2004/05,SV Werder Bremen,VfL Bochum,4,0
12690,23,2004/05,FC Hansa Rostock,Borussia Mönchengladbach,0,0
12691,23,2004/05,1.FC Kaiserslautern,VfL Wolfsburg,0,0
12692,23,2004/05,Hertha BSC,Hamburger SV,4,1
12693,23,2004/05,Arminia Bielefeld,1. FC Nürnberg,3,1
12694,23,2004/05,FC Schalke 04,Hannover 96,1,0
12695,23,2004/05,Bayer 04 Leverkusen,VfB Stuttgart,1,1
12696,24,2004/05,FSV Mainz 05,SC Freiburg,5,0
12697,24,2004/05,VfB Stuttgart,Arminia Bielefeld,2,1
12698,24,2004/05,Hamburger SV,Bayer 04 Leverkusen,1,0
